scriptSerial,title,TitleJP-CN,tragedySet,creator,box,setNumber,boxAlt,setNumberAlt,loopsHard,loopsEasy,loopsRange,daysPerLoop,specialRules,notes,mainPlot,SubPlot 1,SubPlot 2,Cast 1 ID,Cast 1 Role,Cast 2 ID,Cast 2 Role,Cast 3 ID,Cast 3 Role,Cast 4 ID,Cast 4 Role,Cast 5 ID,Cast 5 Role,Cast 6 ID,Cast 6 Role,Cast 7 ID,Cast 7 Role,Cast 8 ID,Cast 8 Role,Cast 9 ID,Cast 9 Role,Cast 10 ID,Cast 10 Role,Cast 11 ID,Cast 11 Role,Cast 12 ID,Cast 12 Role,Day 1,Incident 1,Culprit 1 ID,Culprit 1 Role,Day 2,Incident 2,Culprit 2 ID,Culprit 2 Role,Day 3,Incident 3,Culprit 3 ID,Culprit 3 Role,Day 4,Incident 4,Culprit 4 ID,Culprit 4 Role,Day 5,Incident 5,Culprit 5 ID,Culprit 5 Role,Day 6,Incident 6,Culprit 6 ID,Culprit 6 Role,Day 7,Incident 7,Culprit 7 ID,Culprit 7 Role,Day 8,Incident 8,Culprit 8 ID,Culprit 8 Role,Day 9,Incident 9,Culprit 9 ID,Culprit 9 Role,Day 10,Incident 10,Culprit 10 ID,Culprit 10 Role
MZ-F-049,Summoning the Old Ones,,Midnight Zone,Seiji-kun,www.tragedylooperscripts.com (not reviewed),84,Fan,,,3,3,6,,,Fated Connections,Dice of the Gods,Worshippers of the Apocalypse,Doctor,Person,Rich Man’s Daughter,Friend,Alien,Obstinate,Girl Student,Person,Godly Being (∞ 3),Serial Killer,Forensic Specialist,Serial Killer,Mystery Boy,Ninja,Patient,Prophet,,,,,,,,,2,Conspiracies,Shrine Maiden,,3,Serial Murder,Girl Student,,4,Uproar,Police Officer,,5,Suicide,Rich Man’s Daughter,,6,"['Fake Incident', 'Confession']",Alien,,,,,,,,,,,,,,,,,,,,,
MZ-F-050,The Greatest Greatness,,Midnight Zone,Justin Karp,www.tragedylooperscripts.com (not reviewed),116,Fan,,,4,4,6,,,Fated Connections,Witches' Tea Time,Love-Hate Spiral,Police Officer,Serial Killer,Henchman,Conspiracy Theorist,Class Rep,Witch,Alien,Witch,Shrine Maiden,Friend,Patient,Friend,Office Worker,Obstinate,Informer,Person,Journalist,Person,,,,,,,1,Missing Person,Henchman,,2,Faked Suicide,Journalist,,3,Suicide,Patient,,4,"['Fake Incident', 'Confession']",Class Rep,,5,"['Fake Incident', 'Breakthrough']",Alien,,6,Diagonal Destruction 2,Office Worker,,,,,,,,,,,,,,,,,
MZ-F-051,The Greatness Reborn,,Midnight Zone,Justin Karp,www.tragedylooperscripts.com (not reviewed),105,Fan,,,4,4,7,,,Male Confrontation,Love-Hate Spiral,Unanswered Heart,Journalist,Ninja,Girl Student,Friend,Shrine Maiden,Obstinate,Patient,Conspiracy Theorist,Boy Student,Magician,Mystery Boy,Key Person,Office Worker,Person,Doctor,Person,Alien,Person,Henchman,Person,,,,,2,Increasing Unease,Patient,,3,Serial Murder,Henchman,,4,Suicide,Girl Student,,5,Hospital Incident,Office Worker,,6,Serial Murder,Shrine Maiden,,7,Serial Murder,Shrine Maiden,,,,,,,,,,,,,,,,,
MZ-F-052,The Zone of Midnight,,Midnight Zone,Justin Karp,www.tragedylooperscripts.com (not reviewed),80,Fan,,,4,4,6,,,Secret Record,Showtime of Death,Love-Hate Spiral,Class Rep,Conspiracy Theorist,Rich Man’s Daughter,Key Person,Doctor,Brain,Henchman,Magician,Shrine Maiden,Immortal,Patient,Friend,Police Officer,Obstinate,Alien,Person,Mystery Boy,Factor,,,,,,,2,Missing Person,Class Rep,,3,Suicide,Rich Man’s Daughter,,5,Confession,Henchman,,6,Hospital Incident,Police Officer,,,,,,,,,,,,,,,,,,,,,,,,,
MZ-F-053,Vroom Vroom 2,,Midnight Zone,Justin Karp,www.tragedylooperscripts.com (not reviewed),87,Fan,,,3,3,6,,,Fated Connections,Love-Hate Spiral,Unsafe Trigger,Informer,Conspiracy Theorist,Alien,Serial Killer,Journalist,Friend,Henchman,Friend,A.I.,Obstinate,Shrine Maiden,Factor,Rich Man’s Daughter,Person,Scientist,Person,Class Rep,Person,Patient,Person,,,,,2,Serial Murder,A.I.,,3,Suicide,Henchman,,4,Serial Murder,A.I.,,5,Hospital Incident,Journalist,,6,Serial Murder,A.I.,,,,,,,,,,,,,,,,,,,,,
MZ+-F-001,The Oriole Lurking Behind,黄雀在后 ,Midnight Zone,无名烈火,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ+-F-002,Not One Less,一个都不能少 ,Midnight Zone,海天一色&Choconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ+-F-003,Sakurada Reset,重启咲良田 ,Midnight Zone,Choconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-001,An Ordinary Clergyman,ありふれた聖職者 ,Unvoiced Malice,东野K,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-002,Erason,,Unvoiced Malice,km,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-003,Broken glasses ,,Unvoiced Malice,コ-,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-004,At the End of Despair,絶望の果てに,Unvoiced Malice,km,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-005,Children Dancing in the Dark,闇に踊る子どもたち ,Unvoiced Malice,びやあき,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-006,A Perfect Day for Sightseeing,觀光日和~sight seeing~ ,Unvoiced Malice,びやあき,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-007,To the Strong,強き者達へ ,Unvoiced Malice,ぶ-太郎&东野K,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-008,UM Day,UM一日 ,Unvoiced Malice,云端栗子,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-009,"Meow, Meow",喵喵，喵喵 ,Unvoiced Malice,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-010,,,Unvoiced Malice,东野K ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-011,,,Unvoiced Malice,东野K ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-012,The Bullet Vanishes,消された凶弾 ,Unvoiced Malice,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-013,Promised land ,,Unvoiced Malice,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-014,To the Defiled Sky,穢身の空へ ,Unvoiced Malice,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM-F-015,Rebellious tofu mentality,反逆の豆腐メンタル,Unvoiced Malice,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-001,Banquet School Life,饗宴スクールライフ ,Cosmic Mythology,BakaFire,Cosmic Evil,6,,,3,4,3 – 4,4,,,Giant Time Bomb Again,The Resistance,An Unsettling Rumor,Boy Student,Conspiracy Theorist,Girl Student,Witch,Rich Man’s Daughter,Serial Killer,Shrine Maiden,Person,Police Officer,Person,Office Worker,Wizard,Doctor,Deep One,,,,,,,,,,,2,Missing Person,Rich Man’s Daughter,,3,Evil Contamination,Shrine Maiden,,4,Insane Murder,Boy Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-002,Eyes Without Vision,eyes and no eyes,Cosmic Mythology,Nightly Moonfire Group,Cosmic Evil,7,,,,4,4,5,,,Bloody Rites,People Who Saw,The Great Race,Girl Student,Witness,Rich Man’s Daughter,Person,Class Rep,Witch,Shrine Maiden,Person,Alien,Person,Office Worker,Conspiracy Theorist,Informer,Time Traveler,Doctor,Serial Killer,Patient,Immortal,,,,,,,2,Missing Person,Doctor,,3,Hound Dog Scent,Alien,,4,The Executioner,Girl Student,,5,Insane Murder,Office Worker,,,,,,,,,,,,,,,,,,,,,,,,,
WM-003,Bella Stellarum,,Cosmic Mythology,Gaijin,Cosmic Evil,8,,,4,5,4 – 5,5,,,The King in Yellow,"['Twisted Truth', {'Extra Plot': 'Bloody Rites'}]",Whispers from the Deep,Class Rep,Sacrifice,Mystery Boy,Serial Killer,Godly Being (∞ 2),Paranoiac,Office Worker,Cultist,Informer,Person,Journalist,Person,Pop Idol,Person,Patient,Immortal,Nurse,Paranoiac,,,,,,,1,The Executioner,Patient,,2,Discovery,Office Worker,,4,Insane Murder,Class Rep,,5,Uproar,Godly Being,,,,,,,,,,,,,,,,,,,,,,,,,
WM-004,The Death Song of Madness,狂いたがりの衰命歌 ,Cosmic Mythology,十六夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-005,An Ordinary Day In Misuka City,御須賀市のいつもの日常 ,Cosmic Mythology,Rokirusu,Cosmic Evil,9,,,,4,4,6,,,The Sacred Words of Dagon,The Faceless God,"['Twisted Truth', {'Extra Plot': 'Giant Time Bomb Again'}]",Girl Student,Person,Rich Man’s Daughter,Faceless,Mystery Boy,Witch,Alien,Wizard,Office Worker,Cultist,Informer,Deep One,Journalist,Key Person,Patient,Paranoiac,,,,,,,,,1,Insane Murder,Rich Man’s Daughter,,3,Fire of Demise,Alien,,4,Uproar,Patient,,6,Evil Contamination,Informer,,,,,,,,,,,,,,,,,,,,,,,,,
WM-006,Cosmic Insignificance,,Cosmic Mythology,M. Hydromel and her automatons,Cosmic Evil,10,,,,5,5,6,,,The King in Yellow,The Faceless God,The Resistance,Class Rep,Person,Mystery Boy,Immortal,Alien,Person,Godly Being (∞ 5),Sacrifice,Illusion,Serial Killer,Black Cat,Cultist,Office Worker,Person,Journalist,Wizard,Nurse,Faceless,Henchman,Conspiracy Theorist,,,,,1,Discovery,Henchman,,2,Insane Murder,Black Cat,,3,Increasing Unease,Office Worker,,4,Increasing Unease,Journalist,,5,Evil Contamination,Class Rep,,6,The Executioner,Godly Being,,,,,,,,,,,,,,,,,
WM-007,The Lemming Parade ,,Cosmic Mythology,Jen McTeague,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-008,A Transfer Student Showed Up!,転校生がやってくる！ ,Cosmic Mythology,彩緋,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-009,Polnareff's Strange Daily Life,ポルナレフの奇妙な日常 ,Cosmic Mythology,k m,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-010,A Bouquet for the Innsmouth Look,インスマス面に花束を ,Cosmic Mythology,ペロ王子,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-011,Time Spiral,時の螺旋 ,Cosmic Mythology,ロキルス,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-012,The Scroll of the Religious War in a Remote Village,寒村宗教戦争絵巻 ,Cosmic Mythology,十六夜,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-013,Silent Hospital,沈黙の病院 ,Cosmic Mythology,ペロ王子,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-014,The Only Neat Thing to Do,たったひとつの冴えたやりかた ,Cosmic Mythology,ペロ王子,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-015,The Ultimate Ritual ,,Cosmic Mythology,Roberta Yang,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-016,Forbidden Festival,禁則の祝祭 ,Cosmic Mythology,澤村聡,,,Script Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-001,Standing on the Edge of the Abyss of Fear,恐惧深渊的边缘 ,Cosmic Mythology,高雷,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-002,An untainted bloodline,不容玷污的血脉 ,Cosmic Mythology,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-003,Immortality Bait,永生之饵 ,Cosmic Mythology,SCP2950,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-004,The Ingenious Strategies of The Detective Boys,少年侦探团的奇策 ,Cosmic Mythology,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-004SP,Grin’s Ingenious Plan,葛林的奇策 ,Cosmic Mythology,Choconut,,,Fan,,,,,,,Grin is the protagonist of novel 《Death of the Living Dead》（by Masaya Yamaguchi）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-005,There is a God,神様はいます。 ,Cosmic Mythology,ぶー太郎,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-006,Karma. ,,Cosmic Mythology,比良坂右京,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-007,Anonymous,无名 ,Cosmic Mythology,机械降神,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-008,Deliver Unto Madness,狂気への導き ,Cosmic Mythology,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-009,The Boundary between Myth and Reality,现实与神话的分界线 ,Cosmic Mythology,清尘,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-010,A Tribute to God,献给神的礼物 ,Cosmic Mythology,minimipool,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-011,La malédiction du savoir ,,Cosmic Mythology,新手之二,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-012,Countdown to the Birth of a God,神诞之日的倒计时 ,Cosmic Mythology,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-013,You Guys…,你们。。。 ,Cosmic Mythology,明尘,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-014,Hyperion ,,Cosmic Mythology,新手之二,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-015,Cosmic Vroomology,,Cosmic Mythology,Emily Karp,www.tragedylooperscripts.com (not reviewed),143,Fan,,,4,4,5,,,Choir to the Outer God,The Great Race,Whispers from the Deep,Scientist,Key Person,Journalist,Sacrifice,A.I.,Immortal,Transfer Student (Day 3),Serial Killer,Rich Man’s Daughter,Time Traveler,Black Cat,Deep One,Informer,Paranoiac,Teacher,Person,Shrine Maiden,Person,,,,,,,2,Increasing Unease,Rich Man’s Daughter,,3,Evil Contamination,Scientist,,4,Fire of Demise,Journalist,,5,Uproar,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-016,Eldritch Knowledge,,Cosmic Mythology,Augustin-Louis Cauchy,www.tragedylooperscripts.com (not reviewed),114,Fan,,,4,4,5,,,The Sacred Words of Dagon,An Unsettling Rumor,The Faceless God,Shrine Maiden,Key Person,Alien,Cultist,Girl Student,Deep One,Class Rep,Conspiracy Theorist,Informer,Faceless,Office Worker,Wizard,Journalist,Person,Rich Man’s Daughter,Person,Boy Student,Person,,,,,,,2,Increasing Unease,Boy Student,,3,Evil Contamination,Alien,,4,Insane Murder,Informer,,5,Mass Suicide,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,
WM-F-017,Metamorphosis,,Cosmic Mythology,Emily Forster,www.tragedylooperscripts.com (not reviewed),135,Fan,,,4,4,6,,,The King in Yellow,People Who Saw,Whispers from the Deep,Soldier,Sacrifice,A.I.,Cultist,Rich Man’s Daughter,Conspiracy Theorist,Scientist,Witness,Police Officer,Deep One,Informer,Paranoiac,Transfer Student (Day 4),Person,Pop Idol,Person,Boy Student,Person,Office Worker,Person,,,,,2,Insane Murder,Rich Man’s Daughter,,3,Increasing Unease,Boy Student,,4,Mass Suicide,Office Worker,,5,Uproar,Soldier,,6,Discovery,Transfer Student,,,,,,,,,,,,,,,,,,,,,
WM+-F-001,A Hymn Echoing Throughout the Universe,宇宙に響く聖歌 ,Cosmic Mythology,高雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM+-F-002,Cage of Malice,悪意の檻 ,Cosmic Mythology,れう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM+-F-003,The Trolley Runs Towards the Girl,トロッコは少女に向けて走っていく ,Cosmic Mythology,ぶー太郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM+-F-004,TRUTH behind U ,,Cosmic Mythology,弾濫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Supernatural Ruleset Story Script 02,,Supernatural,Sean Petersen,www.tragedylooperscripts.com (not reviewed),42,Fan,,,5,5,5,,,Abomination,Remote Bombing,Murder for Hire,Informer,Person,Police Officer,Person,Rich Man’s Daughter,Person,Doctor,Supplicant,Shrine Maiden,Mad Genius,Office Worker,Contract Killer,Boy Student,Key Person,,,,,,,,,,,2,Abductions,Office Worker,,3,Proselytizing,Boy Student,,4,Public Meltdown,Boy Student,,5,Suicide,Doctor,,,,,,,,,,,,,,,,,,,,,,,,,
,Confined,,Basic Tragedy,speter79,www.tragedylooperscripts.com (not reviewed),8,Fan,,,5,5,5,,,Change of Future,An Unsettling Rumor,The Hidden Freak,Informer,Person,Police Officer,Person,Mystery Boy,Lover,Patient,Time Traveler,Doctor,Serial Killer,Boy Student,Friend,Girl Student,Cultist,Shrine Maiden,Conspiracy Theorist,Alien,Person,,,,,,,2,Increasing Unease,Shrine Maiden,,3,Suicide,Girl Student,,5,Hospital Incident,Patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Supernatural Tragedy Story Script 1,,Supernatural,Sean Petersen,www.tragedylooperscripts.com (not reviewed),41,Fan,,,4,4,6,,,Demonic Portal,Fatal Attraction,Manifestation,Rich Man’s Daughter,Augur,Crusader,Person,Boy Student,Lover,Shrine Maiden,Person,Informer,Lover,Journalist,Potentate,Doctor,Person,Patient,Serial Killer,Nurse,Lover,,,,,,,1,Proselytizing,Informer,,2,Ritual Sacrifice,Rich Man’s Daughter,,3,Suicide,Boy Student,,4,Grave Robbing,Nurse,,,,,,,,,,,,,,,,,,,,,,,,,
,Untitled,,Basic Tragedy,,www.tragedylooperscripts.com (not reviewed),66,Fan,,,4,4,4,,,Giant Time Bomb,Threads of Fate,,Police Officer,Witch,Henchman,Friend,Boss,Key Person (City),Pop Idol,Loved One,Mystery Boy,Lover,Godly Being (∞ 2),Brain,Alien,Time Traveler,,,,,,,,,,,1,Increasing Unease,Godly Being,,3,Faraway Murder,Alien,,4,Butterfly Effect,Alien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,They're Out to Get You,,Midnight Zone,Emily Forster,www.tragedylooperscripts.com (not reviewed),115,Fan,,,3,3,5,,,Male Confrontation,Love-Hate Spiral,Unsafe Trigger,Journalist,Ninja,Rich Man’s Daughter,Friend,Police Officer,Obstinate,Illusion,Factor,Forensic Specialist,Person,Scientist,Person,Shrine Maiden,Person,Class Rep,Person,Nurse,Person,,,,,,,1,Increasing Unease,Police Officer,,2,Missing Person,Scientist,,3,Conspiracies,Rich Man’s Daughter,,4,Serial Murder,Class Rep,,5,"['Fake Incident', 'Uproar']",Forensic Specialist,,,,,,,,,,,,,,,,,,,,,
,Mystery Vroom,,Mystery Circle,Justin Karp,www.tragedylooperscripts.com (not reviewed),141,Fan,,,4,4,6,,,Murder Plan,Tricky Twins,Dance of Fools,Pop Idol,Key Person,Police Officer,Brain,Informer,Killer,Forensic Specialist,Twin,Scientist,Paranoiac,Alien,Fool,Shrine Maiden,Friend,Mystery Boy,Obstinate,Rich Man’s Daughter,Person,Patient,Person,,,,,1,Diagonal Destruction 3,Mystery Boy,,2,Diagonal Destruction 3,Rich Man’s Daughter,,3,Diagonal Destruction 3,Forensic Specialist,,4,Diagonal Destruction 3,Alien,,5,Diagonal Destruction 3,Informer,,6,Diagonal Destruction 3,Scientist,,,,,,,,,,,,,,,,,
,Save The Students (untested),,Basic Tragedy,Shadow_CPO,www.tragedylooperscripts.com (not reviewed),67,Fan,,3,4,3 – 4,7,,,Murder Plan,An Unsettling Rumor,Threads of Fate,Girl Student,Key Person,Class Rep,Key Person,Rich Man’s Daughter,Key Person,Doctor,Brain,Patient,Killer,Informer,Conspiracy Theorist,Police Officer,Person,Office Worker,Person,,,,,,,,,2,Missing Person,Rich Man’s Daughter,,3,Spreading,Office Worker,,5,Faraway Murder,Doctor,,6,Missing Person,Girl Student,,7,Hospital Incident,Patient,,,,,,,,,,,,,,,,,,,,,
,Silly Things?,,Basic Tragedy,Justin Karp,www.tragedylooperscripts.com (not reviewed),74,Fan,,,3,3,7,,,Murder Plan,Circle of Friends,A Love Affair,Patient,Key Person,Boy Student,Loved One,Rich Man’s Daughter,Conspiracy Theorist,Girl Student,Lover,Informer,Killer,Office Worker,Brain,Pop Idol,Person,Alien,Person,Class Rep,Friend,Godly Being (∞ 3),Friend,,,,,2,Butterfly Effect,Class Rep,,3,Increasing Unease,Shrine Maiden,,6,Suicide,Godly Being,,7,Hospital Incident,Rich Man’s Daughter,,,,,,,,,,,,,,,,,,,,,,,,,
,Unknown,,Another Horizon,Hallycon translated by megakun,,,,,,4,4,6,,,Shadow Demon King,Fanatic’s Sacrifices,Ego Wave,Doctor,Person,Patient,Person,Police Officer,Person,Office Worker,Fanatic,Informer,"['Animus', {'world': 'normal'}]",Girl Student,Person,Rich Man’s Daughter,Agitator,Shrine Maiden,Twilight,Class Rep,"['Animus', {'world': 'abnormal'}]",,,,,,,3,Assassination,Class Rep,,4,World End,Patient,,5,Small Force,Rich Man’s Daughter,,6,Insane Murder,Police Officer,,,,,,,,,,,,,,,,,,,,,,,,,
,Vetinari Gambit,,Basic Tragedy,beatstopper,www.tragedylooperscripts.com (not reviewed),46,Fan,,4,5,4 – 5,4,,,Sign with me!,Circle of Friends,Paranoia Virus,Shrine Maiden,Person,Nurse,Friend,Rich Man’s Daughter,Person,Patient,Conspiracy Theorist,Alien,Friend,Pop Idol,Person,Informer,Key Person,Godly Being (∞ 3),Person,Mystery Boy,Person,,,,,,,11,Increasing Unease,A.I.,,12,Increasing Unease,A.I.,,13,Increasing Unease,A.I.,,14,Faraway Murder,A.I.,,21,Increasing Unease,A.I.,,22,Increasing Unease,A.I.,,23,Missing Person,Patient,,24,Hospital Incident,Patient,,25,Increasing Unease,Patient,,26,Suicide,Informer,
,The Demonic Password Game,,Last Liar,Mew2mi,,,,,,4,4,7,,,The Demon’s Script,The Real Monster,Keeper of Mythology,A.I.,Watcher,Shrine Maiden,Serial Killer,Office Worker,Secretkeeper,Young Girl,Secretkeeper,Black Cat,Wildcard,Pop Idol,Influencer,Doctor,Person,Rich Man’s Daughter,Person,Girl Student,Person,Journalist,Person,,,,,1,Confession,Young Girl,,2,Increasing Unease,Journalist,,3,The Murk of Despair,Doctor,,4,Spreading,Office Worker,,5,Murder,Girl Student,,7,Last Will,Black Cat,,,,,,,,,,,,,,,,,
